FechaControl,codigo_cliente,codigo_producto,Marca_gestion,tipo_gestion,Contacto,Acuerdo,Cumplimiento,# Gestiones,Franja horaria,Motivo de no gestiÃƒÂ³n,DiasMora,RDiasMora,SaldoCapital,Score,RScore,Nivel_Riesgo,numero_gestiones_pred,mejor_gestion_pred,fecha_inicio_proxima_gestion,DiasMoraMesSiguiente,RDiasMoraMesSiguiente,INDBYM,Fecha_Desembolso,Monto_Desembolsado,Departamento,Tipo_credito
6/1/2024,1113424973,12253420067,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,2,A. Al dia,114611.1152492836,48,C. >875 a 882,A. Riesgo Muy Alto,11,SMS,9/1/2024,97,A. Al día,Buenos,8/17/2024,179898,Quindío,Vivienda
8/1/2024,1026434285,30148568181,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,0,A. Al dia,187923.85099852347,911,C. >875 a 882,A. Riesgo Alto,4,SMS,8/13/2024,3,A. Al día,Buenos,6/12/2024,355753,Vaupés,Vivienda
7/1/2024,10987189,10120943574,No gestionado,SMS,Contacto,Acuerdo,No cumplimiento,0,Tarde,Número no disponible,1,A. Al dia,448549.4609680811,727,C. >762 a 806,A. Riesgo Alto,22,TEL,7/5/2024,0,A. Al día,Malos,3/23/2024,119705,Casanare,Comercial
8/1/2024,1130896638,10616053746,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Tarde,Cliente no localizado,0,C. 31 - 60 dias,185619.26312670417,923,B. >672 a 762,A. Riesgo Alto,4,SMS,8/4/2024,1,A. Al día,Buenos,2/29/2024,149664,Valle del Cauca,Comercial
7/1/2024,48262521,12859192947,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Cliente no localizado,17,A. Al dia,151575.0287527843,905,E. >907 a 932,B. Riesgo Medio,4,SMS,7/8/2024,70,A. Al día,Malos,4/1/2024,254614,Cauca,Consumo
6/1/2024,1010617620,9998977589,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Tarde,Número no disponible,0,A. Al dia,136596.85331990206,951,B. >843 a 875,B. Riesgo Medio,22,SMS,7/21/2024,1,A. Al día,Buenos,5/25/2024,83001,Casanare,Comercial
6/1/2024,52841343,11728903625,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,0,Mañana,Número no disponible,155,B. 1 - 30 dias,258075.25712692653,813,F. Mayor a 238,B. Riesgo Medio,22,SMS,9/2/2024,0,A. Al día,Buenos,6/2/2024,212150,San Andrés y Providencia,Consumo
8/1/2024,99787854,12595712546,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,198,A. Al dia,95315.93626,976,D. >882 a 907,A. Riesgo Alto,7,EMAIL,8/4/2024,157,A. Al día,Buenos,7/28/2024,265706,Sucre,Consumo
7/1/2024,1072351504,10836873555,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,0,D. Mayor a 60 dias,264796.45339382987,904,A. Hasta 843,B. Riesgo Medio,15,SMS,9/7/2024,18,A. Al día,Buenos,4/10/2024,351946,Cundinamarca,Consumo
6/1/2024,1096122424,13141215148,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,15,Mañana,Número no disponible,1,A. Al dia,249911.2330279932,957,A. Hasta 843,A. Riesgo Alto,9,WHATSAPP,7/22/2024,1,A. Al día,Malos,6/26/2024,289657,Norte de Santander,Comercial
8/1/2024,1000171765,12924912283,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Otros motivos,136,B. 1 - 30 dias,67293.32210441114,892,B. >672 a 762,C. Riesgo Bajo,16,WHATSAPP,9/1/2024,0,A. Al día,Buenos,6/23/2024,202885,Córdoba,Comercial
6/1/2024,1191905802,12270244630,Gestionado,WHATSAPP,Contacto,No acuerdo,No cumplimiento,2,Mañana,Ausencia de datos,0,A. Al dia,264068.0888991154,869,C. >875 a 882,C. Riesgo Bajo,19,EMAIL,7/12/2024,0,B. 1 - 30 días,Buenos,5/18/2024,103682,Magdalena,Consumo
8/1/2024,1019052077,10523247252,Gestionado,EMAIL,Contacto,Acuerdo,No cumplimiento,11,Tarde,Número no disponible,0,A. Al dia,249323.0441903459,885,C. >875 a 882,B. Riesgo Medio,17,SMS,7/18/2024,0,A. Al día,Buenos,6/1/2024,254120,Putumayo,Consumo
7/1/2024,69929850,13537614524,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Tarde,Cliente no localizado,0,A. Al dia,13052.361111464776,896,E. >907 a 932,C. Riesgo Bajo,11,SMS,7/9/2024,0,A. Al día,Buenos,3/25/2024,143228,Vichada,Comercial
8/1/2024,1015501410,14304254462,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,12,Tarde,Ausencia de datos,0,A. Al dia,69244.65296814915,862,E. >907 a 932,C. Riesgo Bajo,6,SMS,9/12/2024,0,C. 31 - 60 días,Buenos,3/20/2024,102547,Guaviare,Vivienda
8/1/2024,17786736,11668534418,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,2,Mañana,Número no disponible,0,A. Al dia,340171.6036415616,954,D. >882 a 907,C. Riesgo Bajo,10,SMS,9/20/2024,6,A. Al día,Malos,6/3/2024,395187,Caldas,Consumo
6/1/2024,1057842041,12660894639,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,4,C. 31 - 60 dias,208002.70512566436,858,F. Mayor a 932,C. Riesgo Bajo,2,WHATSAPP,7/16/2024,0,B. 1 - 30 días,Buenos,8/10/2024,285480,Santander,Comercial
7/1/2024,44595138,10063497888,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,166745.84346490676,955,B. >672 a 762,C. Riesgo Bajo,9,SMS,9/7/2024,2,A. Al día,Buenos,4/8/2024,493151,La Guajira,Comercial
7/1/2024,1044547236,11561640577,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Tarde,Ausencia de datos,0,B. 1 - 30 dias,194248.6349720785,875,F. Mayor a 932,A. Riesgo Alto,16,WHATSAPP,8/4/2024,1,A. Al día,Buenos,7/23/2024,324351,Casanare,Vivienda
6/1/2024,993283738,13263206090,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Otros motivos,0,A. Al dia,297989.6813800313,621,C. >291 a 414,A. Riesgo Alto,16,EMAIL,8/10/2024,2,A. Al día,Malos,5/22/2024,444706,Córdoba,Comercial
6/1/2024,15357730,10961388137,Gestionado,WHATSAPP,No contacto,Acuerdo,Cumplimiento,0,Mañana,Otros motivos,0,A. Al dia,12158.43532107312,673,C. >875 a 882,A. Riesgo Alto,20,WHATSAPP,8/9/2024,0,A. Al día,Buenos,3/17/2024,124645,Guaviare,Consumo
8/1/2024,1094756999,13695363469,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Tarde,Ausencia de datos,118,A. Al dia,280266.72211057355,880,A. Hasta 843,A. Riesgo Alto,14,SMS,8/17/2024,3,A. Al día,Buenos,3/17/2024,150187,Huila,Comercial
7/1/2024,1041927756,11591309874,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,8,B. 1 - 30 dias,107661.44377086668,601,B. >42 a 82,C. Riesgo Bajo,4,SMS,9/9/2024,0,A. Al día,Buenos,6/13/2024,210953,Vichada,Consumo
6/1/2024,1045025480,10845197387,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,1,A. Al dia,238519.8178751451,904,D. >882 a 907,C. Riesgo Bajo,18,SMS,7/21/2024,0,A. Al día,Malos,1/26/2024,275177,Cundinamarca,Comercial
7/1/2024,77310049,10953634926,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Tarde,Número no disponible,38,A. Al dia,166558.8571354255,713,D. >882 a 907,B. Riesgo Medio,19,SMS,9/7/2024,53,A. Al día,Buenos,8/24/2024,337643,Boyacá,Comercial
6/1/2024,51802147,12959142452,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,11,Mañana,Ausencia de datos,5,A. Al dia,89850.32647165218,951,D. >882 a 907,A. Riesgo Alto,16,SMS,9/9/2024,0,A. Al día,Malos,7/2/2024,316613,Vichada,Vivienda
8/1/2024,114181979,12746060846,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Tarde,Ausencia de datos,3,B. 1 - 30 dias,263047.48294107773,880,D. >882 a 907,C. Riesgo Bajo,15,WHATSAPP,9/3/2024,5,A. Al día,Buenos,5/10/2024,150015,Bolívar,Vivienda
7/1/2024,1073849764,13051871843,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,C. 31 - 60 dias,195983.73749004805,917,C. >875 a 882,A. Riesgo Alto,29,WHATSAPP,8/9/2024,2,A. Al día,Buenos,5/30/2024,246145,Quindío,Vivienda
7/1/2024,1060559681,12875677005,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Noche,Ausencia de datos,18,A. Al dia,250944.2956781364,901,A. Hasta 843,B. Riesgo Alto,4,WHATSAPP,8/1/2024,0,A. Al día,Buenos,6/25/2024,235606,Chocó,Comercial
7/1/2024,18434692,9905198051,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,16,Tarde,Ausencia de datos,177,A. Al dia,112112.46693052688,869,F. Mayor a 932,A. Riesgo Muy Alto,10,EMAIL,7/3/2024,1,A. Al día,Buenos,6/28/2024,202880,Chocó,Consumo
6/1/2024,981645997,13708161107,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,3,Tarde,Número no disponible,2,A. Al dia,158856.12406053944,991,C. >875 a 882,A. Riesgo Alto,8,SMS,9/16/2024,8,A. Al día,Buenos,7/2/2024,293179,Vichada,Comercial
8/1/2024,54713761,12093136746,No gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,10,Mañana,Ausencia de datos,0,A. Al dia,119102.94549256438,847,B. >42 a 82,B. Riesgo Medio,1,EMAIL,7/2/2024,14,A. Al día,Malos,8/6/2024,339347,Norte de Santander,Vivienda
8/1/2024,1030500809,10008664598,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,D. Mayor a 60 dias,73371.41057114207,919,E. >907 a 932,C. Riesgo Bajo,13,SMS,7/7/2024,15,A. Al día,Malos,2/5/2024,175911,La Guajira,Comercial
7/1/2024,97376194,12790039383,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Otros motivos,2,A. Al dia,212732.19376968624,874,A. Hasta 843,C. Riesgo Bajo,13,EMAIL,8/19/2024,206,A. Al día,Buenos,5/4/2024,493741,Caldas,Comercial
6/1/2024,1003902228,13289678221,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,47,A. Al dia,78814.81497169768,854,E. >907 a 932,C. Riesgo Bajo,9,SMS,8/21/2024,2,A. Al día,Buenos,7/6/2024,314340,Casanare,Consumo
7/1/2024,65398562,11354295814,No gestionado,SMS,Contacto,Acuerdo,No cumplimiento,1,Tarde,Ausencia de datos,3,A. Al dia,98968.93064165876,906,B. >672 a 762,C. Riesgo Bajo,15,TEL,9/12/2024,0,A. Al día,Buenos,7/6/2024,252006,Santander,Vivienda
6/1/2024,1062357725,10716336481,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,7,Mañana,Número no disponible,20,B. 1 - 30 dias,35805.43446582297,942,B. >843 a 875,B. Riesgo Medio,8,WHATSAPP,8/10/2024,0,A. Al día,Buenos,7/29/2024,302999,Arauca,Comercial
8/1/2024,40807000,10277231478,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,0,A. Al dia,316819.6106176386,918,B. >672 a 762,C. Riesgo Medio,15,WHATSAPP,8/21/2024,2,A. Al día,Buenos,4/4/2024,270875,La Guajira,Comercial
7/1/2024,68105129,13975194100,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Cliente no localizado,2,A. Al dia,279610.11525736714,864,A. Hasta 843,B. Riesgo Medio,12,SMS,7/2/2024,2,A. Al día,Buenos,5/29/2024,209488,Magdalena,Vivienda
6/1/2024,63512669,9163868822,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,A. Al dia,258424.8563980178,877,B. >843 a 875,C. Riesgo Medio,7,SMS,8/21/2024,0,A. Al día,Buenos,6/11/2024,193312,Cesar,Comercial
7/1/2024,34142227,13169873905,No gestionado,SMS,Contacto,Acuerdo,No cumplimiento,0,Tarde,Ausencia de datos,1,A. Al dia,63140.707,870,D. >806 a 847,A. Riesgo Muy Alto,2,WHATSAPP,9/5/2024,3,A. Al día,Buenos,8/1/2024,306958,Putumayo,Vivienda
8/1/2024,979194085,11607336273,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,5,Tarde,Otros motivos,0,A. Al dia,140468.48697760902,882,B. >672 a 762,A. Riesgo Muy Alto,9,EMAIL,9/20/2024,0,A. Al día,Buenos,2/4/2024,480373,Guaviare,Comercial
8/1/2024,1026408002,12428726259,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,9,Mañana,Ausencia de datos,8,A. Al dia,305192.01146576053,235,F. Mayor a 932,C. Riesgo Bajo,12,WHATSAPP,8/13/2024,0,A. Al día,Buenos,8/27/2024,238457,Tolima,Vivienda
7/1/2024,1003267790,11174812413,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,9,Mañana,Ausencia de datos,1,A. Al dia,137828.9085341189,868,F. Mayor a 873,A. Riesgo Alto,8,WHATSAPP,8/6/2024,1,A. Al día,Buenos,5/1/2024,154220,Antioquia,Consumo
7/1/2024,74287661,13991590040,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,9,Mañana,Otros motivos,1,A. Al dia,353960.4634739525,924,E. >907 a 932,A. Riesgo Alto,10,EMAIL,9/8/2024,0,A. Al día,Buenos,7/9/2024,268527,La Guajira,Consumo
7/1/2024,1030310789,12239795627,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,124,A. Al dia,344543.8076438754,930,B. >843 a 875,C. Riesgo Bajo,7,SMS,8/8/2024,2,D. Mayor a 60 días,Buenos,5/15/2024,256225,Quindío,Vivienda
7/1/2024,1009694886,10645610091,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,1,A. Al dia,181593.84516455216,891,E. >907 a 932,C. Riesgo Bajo,7,WHATSAPP,8/13/2024,2,A. Al día,Buenos,6/9/2024,118593,Bolívar,Consumo
7/1/2024,1159666793,13881749399,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,6,A. Al dia,54927.20990378839,917,B. >843 a 875,B. Riesgo Medio,6,SMS,7/10/2024,0,A. Al día,Buenos,10/24/2023,237340,Huila,Comercial
8/1/2024,74899614,12360399093,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,A. Al dia,223159.34404473208,888,F. Mayor a 932,C. Riesgo Bajo,6,SMS,8/7/2024,0,B. 1 - 30 días,Buenos,7/19/2024,207181,Caldas,Comercial
8/1/2024,983901015,13778075190,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,10,Mañana,Ausencia de datos,24,A. Al dia,160388.6635678197,938,B. >672 a 762,A. Riesgo Alto,10,WHATSAPP,9/18/2024,1,A. Al día,Malos,6/14/2024,266796,La Guajira,Consumo
8/1/2024,64039087,13491308882,Gestionado,TEL,No contacto,Acuerdo,No cumplimiento,1,Noche,Ausencia de datos,1,D. Mayor a 60 dias,86361.26144521152,888,E. >907 a 932,A. Riesgo Alto,18,SMS,8/19/2024,163,A. Al día,Buenos,8/18/2024,261813,Casanare,Vivienda
7/1/2024,1061333858,11950626709,Gestionado,SMS,No contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,0,A. Al dia,208799.10561127024,909,B. >843 a 875,C. Riesgo Bajo,1,TEL,7/4/2024,4,B. 1 - 30 días,Buenos,7/29/2024,149518,Putumayo,Comercial
8/1/2024,1032532776,11176202021,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,3,Tarde,Número no disponible,56,B. 1 - 30 dias,144816.1221570126,901,E. >847 a 873,C. Riesgo Bajo,3,TEL,7/12/2024,0,A. Al día,Buenos,6/25/2024,167848,Chocó,Vivienda
6/1/2024,69568919,16335712620,Gestionado,EMAIL,Contacto,No acuerdo,Cumplimiento,1,Mañana,Número no disponible,1,B. 1 - 30 dias,182291.9504395216,881,F. Mayor a 932,B. Riesgo Medio,10,SMS,9/10/2024,2,A. Al día,Buenos,8/19/2024,206270,Boyacá,Vivienda
6/1/2024,1145211268,12831928372,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,0,A. Al dia,93577.08879462724,897,C. >875 a 882,A. Riesgo Alto,16,SMS,9/18/2024,1,A. Al día,Buenos,8/17/2024,55194,Cesar,Comercial
7/1/2024,998078925,90740979742,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,2,Tarde,Ausencia de datos,3,A. Al dia,226978.46518497277,916,D. >882 a 907,B. Riesgo Medio,22,TEL,9/8/2024,18,D. Mayor a 60 días,Buenos,7/27/2024,216871,Cesar,Vivienda
7/1/2024,1113920292,11591019562,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,12,Tarde,Cliente no localizado,1,B. 1 - 30 dias,68999.92669599099,885,E. >907 a 932,B. Riesgo Medio,3,TEL,8/10/2024,0,A. Al día,Buenos,6/22/2024,443832,Risaralda,Consumo
8/1/2024,1078756895,10770912670,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,6,Tarde,Ausencia de datos,0,A. Al dia,371906.97268824064,800,D. >882 a 907,C. Riesgo Bajo,18,EMAIL,8/18/2024,5,A. Al día,Buenos,8/7/2024,203511,Guainía,Comercial
6/1/2024,1011507020,12895144081,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,6,Tarde,Otros motivos,0,A. Al dia,120765.68286549846,862,A. Hasta 843,C. Riesgo Bajo,9,SMS,8/9/2024,1,A. Al día,Buenos,2/8/2024,124804,Caldas,Comercial
7/1/2024,29047747,13604930514,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Tarde,Ausencia de datos,0,A. Al dia,134607.4196854638,750,B. >843 a 875,B. Riesgo Medio,10,SMS,7/19/2024,8,A. Al día,Buenos,6/26/2024,258955,Sucre,Comercial
8/1/2024,114285778,11686229106,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,14,Tarde,Número no disponible,0,B. 1 - 30 dias,201341.5747324917,858,D. >414 a 549,C. Riesgo Bajo,10,WHATSAPP,7/4/2024,0,A. Al día,Buenos,4/9/2024,182562,Guainía,Vivienda
7/1/2024,0,10936509306,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,13,D. Mayor a 60 dias,73880.42717911245,193,B. >843 a 875,C. Riesgo Bajo,9,SMS,7/20/2024,4,D. Mayor a 60 días,Buenos,7/29/2024,108369,Vichada,Consumo
8/1/2024,1028031818,11549172700,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,188,A. Al dia,125886.09224570206,844,E. >907 a 932,C. Riesgo Bajo,14,SMS,9/5/2024,0,A. Al día,Buenos,6/9/2024,500051,Amazonas,Consumo
6/1/2024,5540027,9413627966,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Noche,Número no disponible,0,A. Al dia,193126.48880660176,888,F. Mayor a 932,B. Riesgo Medio,4,EMAIL,9/14/2024,0,A. Al día,Buenos,4/14/2024,186737,Santander,Consumo
7/1/2024,109349289,10485437276,Gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,0,Mañana,Ausencia de datos,8,A. Al dia,201117.1303003708,536,A. Hasta 843,A. Riesgo Muy Alto,13,SMS,7/9/2024,5,A. Al día,Malos,6/25/2024,182851,Antioquia,Vivienda
8/1/2024,72218853,11468087650,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,1,Mañana,Ausencia de datos,8,A. Al dia,350439.6883182657,669,F. Mayor a 932,B. Riesgo Medio,6,SMS,9/21/2024,3,D. Mayor a 60 días,Buenos,4/30/2024,344050,Bolívar,Vivienda
7/1/2024,54335331,10005292208,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Mañana,Cliente no localizado,4,A. Al dia,86951.21012591217,891,C. >82 a 124,A. Riesgo Alto,3,SMS,7/17/2024,94,A. Al día,Malos,6/30/2024,199304,Guainía,Consumo
7/1/2024,1076030328,61273111293,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,0,D. Mayor a 60 dias,88791.37445042911,921,B. >843 a 875,B. Riesgo Medio,2,TEL,7/6/2024,6,A. Al día,Buenos,8/3/2024,505978,Meta,Vivienda
8/1/2024,1130532244,13272008623,Gestionado,TEL,Contacto,No acuerdo,Cumplimiento,6,Mañana,Número no disponible,1,D. Mayor a 60 dias,107784.67739475532,746,B. >843 a 875,C. Riesgo Bajo,8,WHATSAPP,8/5/2024,0,A. Al día,Buenos,5/19/2024,352300,Putumayo,Vivienda
8/1/2024,35795641,13219425378,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,5,Mañana,Ausencia de datos,0,A. Al dia,226589.7676,899,C. >762 a 806,B. Riesgo Medio,17,WHATSAPP,8/19/2024,3,D. Mayor a 60 días,Buenos,4/19/2024,494642,Casanare,Vivienda
6/1/2024,1072759639,13684363596,Gestionado,SMS,Contacto,No acuerdo,Cumplimiento,6,Noche,Ausencia de datos,0,A. Al dia,97589.75934,913,B. >672 a 762,A. Riesgo Muy Alto,1,SMS,7/10/2024,0,A. Al día,Buenos,7/29/2024,122081,La Guajira,Comercial
6/1/2024,23526651,11949216101,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,9,Mañana,Ausencia de datos,0,A. Al dia,54075.96133198407,910,A. Hasta 843,A. Riesgo Muy Alto,18,TEL,9/6/2024,0,A. Al día,Buenos,4/20/2024,487668,Meta,Vivienda
8/1/2024,18037854,12975260441,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,21,Mañana,Cliente no localizado,0,A. Al dia,108708.9037159712,163,E. >907 a 932,C. Riesgo Bajo,11,TEL,9/7/2024,0,A. Al día,Buenos,5/19/2024,266615,Boyacá,Consumo
8/1/2024,56776718,13045473044,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,0,A. Al dia,46435.94623,801,A. Hasta 843,C. Riesgo Bajo,15,SMS,9/14/2024,37,A. Al día,Buenos,4/21/2024,126654,Huila,Comercial
8/1/2024,949354423,10437367616,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,8,Tarde,Ausencia de datos,0,D. Mayor a 60 dias,92801.33860705214,850,E. >907 a 932,C. Riesgo Bajo,5,SMS,8/16/2024,137,A. Al día,Malos,4/11/2024,312630,La Guajira,Consumo
8/1/2024,11270916,12118805471,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,A. Al dia,85993.96745036448,839,F. Mayor a 932,B. Riesgo Medio,19,SMS,8/15/2024,3,A. Al día,Buenos,5/11/2024,500969,Cesar,Comercial
6/1/2024,0,13400719458,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,11,Mañana,Número no disponible,13,B. 1 - 30 dias,304353.91818464885,952,F. Mayor a 932,B. Riesgo Alto,4,EMAIL,8/9/2024,0,A. Al día,Buenos,4/20/2024,216597,Boyacá,Vivienda
7/1/2024,953707337,10827720631,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Noche,Ausencia de datos,2,A. Al dia,136060.20649835045,668,C. >875 a 882,A. Riesgo Alto,2,WHATSAPP,8/10/2024,95,A. Al día,Malos,8/27/2024,373792,Antioquia,Consumo
7/1/2024,1002738861,15723520935,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,86,A. Al dia,328014.07424407825,977,D. >882 a 907,B. Riesgo Medio,9,SMS,9/14/2024,0,A. Al día,Malos,4/14/2024,195187,Arauca,Vivienda
7/1/2024,1079329816,14238057405,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Número no disponible,0,A. Al dia,94703.33326047473,861,B. >843 a 875,A. Riesgo Alto,1,TEL,7/4/2024,0,A. Al día,Buenos,3/4/2024,330102,Antioquia,Comercial
7/1/2024,0,10247439751,No gestionado,TEL,Contacto,No acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,166582.61930419432,895,B. >42 a 82,A. Riesgo Alto,11,WHATSAPP,8/9/2024,0,A. Al día,Malos,4/7/2024,272014,Vichada,Vivienda
8/1/2024,1034902960,11421175711,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,20,Noche,Ausencia de datos,117,A. Al dia,55581.96666364001,896,F. Mayor a 932,C. Riesgo Bajo,1,SMS,9/14/2024,95,A. Al día,Buenos,4/22/2024,201213,Chocó,Consumo
6/1/2024,35049383,13568475487,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,2,Tarde,Otros motivos,14,C. 31 - 60 dias,193896.93317049596,973,B. >843 a 875,B. Riesgo Alto,21,EMAIL,7/22/2024,5,A. Al día,Malos,6/13/2024,465872,Huila,Vivienda
6/1/2024,21315407,12472050962,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,4,A. Al dia,75610.35731790528,880,C. >875 a 882,B. Riesgo Medio,2,SMS,7/18/2024,3,A. Al día,Buenos,4/19/2024,119131,Boyacá,Consumo
8/1/2024,1017101186,13452310702,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,11,Tarde,Otros motivos,1,A. Al dia,460217.39530661074,971,C. >875 a 882,A. Riesgo Alto,17,SMS,7/8/2024,0,B. 1 - 30 días,Buenos,8/22/2024,224083,Risaralda,Comercial
8/1/2024,1112180375,14383292266,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,44,A. Al dia,74301.18933097337,987,D. >882 a 907,B. Riesgo Alto,2,WHATSAPP,9/15/2024,0,D. Mayor a 60 días,Buenos,6/2/2024,367119,Norte de Santander,Consumo
6/1/2024,1216330999,12167046224,No gestionado,SMS,Contacto,No acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,497223.6516605334,846,A. Hasta 672,C. Riesgo Bajo,26,SMS,8/18/2024,50,D. Mayor a 60 días,Buenos,7/22/2024,79772,San Andrés y Providencia,Vivienda
6/1/2024,57240596,12122419834,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,6,Noche,Ausencia de datos,4,A. Al dia,114003.78135420843,893,C. >875 a 882,A. Riesgo Alto,8,TEL,8/12/2024,2,A. Al día,Buenos,3/18/2024,171710,Magdalena,Consumo
6/1/2024,1023841202,12618394453,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Número no disponible,0,B. 1 - 30 dias,170151.17132118053,855,E. >164 a 238,A. Riesgo Alto,6,WHATSAPP,8/3/2024,1,A. Al día,Malos,6/3/2024,288963,Sucre,Consumo
7/1/2024,1032804956,12711463839,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,12,Mañana,Ausencia de datos,0,A. Al dia,48758.73879202108,107,E. >907 a 932,A. Riesgo Muy Alto,4,WHATSAPP,9/16/2024,16,A. Al día,Buenos,4/5/2024,223379,Norte de Santander,Vivienda
